location,url
"宝安区,西乡,军裕公寓",https://sz.lianjia.com/apartment/20568.html
"坪山区,坪山,心海城",https://sz.lianjia.com/apartment/20063.html
"龙岗区,龙岗中心城,风临国际东座",https://sz.lianjia.com/apartment/17657.html
"宝安区,宝安中心,深业新岸线一期",https://sz.lianjia.com/apartment/20028.html
"龙岗区,龙岗中心城,金地龙城中央二期",https://sz.lianjia.com/apartment/3108.html
"龙岗区,龙岗中心城,万科时代广场",https://sz.lianjia.com/apartment/9681.html
"龙岗区,布吉大芬,茂业城",https://sz.lianjia.com/apartment/3777.html
"南山区,前海,铭筑",https://sz.lianjia.com/zufang/SZ2340439554202812416.html
"福田区,福田保税区,帝港海湾豪园",https://sz.lianjia.com/zufang/SZ2339740182943121408.html
"罗湖区,螺岭,东门168",https://sz.lianjia.com/zufang/SZ2196990259567263744.html
"南山区,前海,新德家园",https://sz.lianjia.com/zufang/SZ2339657666211102720.html
"南山区,南山中心,海典居",https://sz.lianjia.com/zufang/SZ2340455289469542400.html
"龙岗区,大运新城,中粮祥云",https://sz.lianjia.com/zufang/SZ2340313932943859712.html
"龙岗区,大运新城,中粮祥云",https://sz.lianjia.com/zufang/SZ2340314364990726144.html
"罗湖区,螺岭,东门168",https://sz.lianjia.com/zufang/SZ2104366275408445440.html
"罗湖区,螺岭,东门168",https://sz.lianjia.com/zufang/SZ2205667074704424960.html
"南山区,科技园,朗景园",https://sz.lianjia.com/zufang/SZ2338960265494151168.html
"南山区,科技园,阳光带海滨城二期",https://sz.lianjia.com/zufang/SZ2338759472224141312.html
"福田区,车公庙,顺泰公寓",https://sz.lianjia.com/zufang/SZ2303529727807193088.html
"福田区,皇岗,水围新家园",https://sz.lianjia.com/zufang/SZ2325210942968963072.html
"龙华区,观澜,华盛观荟",https://sz.lianjia.com/zufang/SZ2324498707745619968.html
"龙华区,民治,潜龙鑫茂花园C区",https://sz.lianjia.com/zufang/SZ2332184251980070912.html
"龙岗区,布吉关,佳兆业大都汇",https://sz.lianjia.com/zufang/SZ2330896686433435648.html
"福田区,新洲,嘉葆润金座",https://sz.lianjia.com/zufang/SZ2165796607646236672.html
"南山区,南山中心,怡园大厦",https://sz.lianjia.com/zufang/SZ2324794948945182720.html
"南山区,南山中心,怡园大厦",https://sz.lianjia.com/zufang/SZ2324805119964880896.html
"福田区,石厦,石厦村",https://sz.lianjia.com/zufang/SZ2315153765122187264.html
"南山区,南山中心,深航飞行员公寓",https://sz.lianjia.com/zufang/SZ2329662820855595008.html
